level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
376,264009,246417,1,Whatsapp,,"['be', 'really', 'amazing', 'application', 'update', 'ordinary', 'application', 'reply', 'notification', 'doe', 'not', 'show', 'online', 'fix', 'issue']",2019-02-18,1305,This is really an amazing app but after the update it will like an ordinary app because we can reply through notification and it doesn't shows we are in online please fix the issue,4,this is really an amazing application but after the update this will like an ordinary application because we can reply through notification and this doe not show we are in online please fix the issue,Sanfar M.s,,,"[0.025240697371844912, 0.023419203747072598, 0.02706219099661723, 0.03981264637002342, 0.023419203747072598, 0.023419203747072598, 0.03981264637002342, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.025240697371844912, 0.023419203747072598, 0.025240697371844912, 0.023419203747072598, 0.047098620869112665, 0.025240697371844912, 0.04527712724434036, 0.06349206349206352, 0.025240697371844912, 0.023419203747072598, 0.02706219099661723, 0.023419203747072598, 0.025240697371844912, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.03070517824616185, 0.025240697371844915, 0.023419203747072598, 0.023419203747072598, 0.04709862086911267, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.03434816549570648]"
377,264011,246419,1,Whatsapp,,"['photo', 'not', 'open', 'not', 'badhan']",2019-02-15,1307,whatsapp photos are not open freaquiently.anyways not bad.thank you.,5,whatsit photo are not open freaquientlyanyways not badhan you,,,,"[0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.043725666367175786, 0.02695417789757412, 0.04162923030847559, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.03533992213237497, 0.02695417789757412, 0.029050613956274327, 0.02905061395627433, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.03953279424977537, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412]"
378,264012,246420,1,Whatsapp,,"['application', 'week', 'error', 'hang', 'device', 'solve']",2019-02-17,1308,My Whatsapp App Every Week Error And Hang My device plz Solve,3,my whatsit application every week error and hang my device please solve,Shubham Athawale,,,"[0.030570252792474998, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.03674309229864784, 0.02645502645502644, 0.028512639623750724, 0.028512639623750724, 0.02645502645502644, 0.02645502645502644, 0.040858318636096395, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.030570252792474998, 0.02645502645502644, 0.02645502645502644, 0.028512639623750717, 0.04497354497354496, 0.02645502645502644, 0.02645502645502644, 0.040858318636096395, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.028512639623750724, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644]"
379,264013,246421,1,Whatsapp,,"['video', 'call', 'voice', 'calling', 'be', 'hell', 'not', 'hear', 'anything', 'properly']",2019-02-16,1309,"video calling and voice calling is like hell , I can't hear anything properly .",3,video calling and voice calling is like hell i can not hear anything properly,,,,"[0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.03675856307435256, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.07379560011138961, 0.025062656641604016, 0.04065719855193539, 0.025062656641604016, 0.025062656641604016, 0.02896129211918686, 0.025062656641604016, 0.02701197438039544, 0.027011974380395442, 0.04260651629072682, 0.025062656641604016, 0.025062656641604016, 0.028961292119186865, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.03675856307435256, 0.025062656641604016, 0.025062656641604016]"
380,264016,246424,1,Whatsapp,,"['not', 'able', 'see', 'weather', 'friend', 'sow', 'message', 'group']",2019-02-16,1313,I am not able to see weather my friends sow my message in groups,1,i am not able to see weather my friend sow my message in group,Raji Ajith,,,"[0.025974025974025976, 0.03607503607503608, 0.027994227994227995, 0.025974025974025976, 0.027994227994228, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.027994227994228, 0.044155844155844164, 0.025974025974025976, 0.03001443001443002, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.04213564213564213, 0.027994227994227995, 0.027994227994227995, 0.03203463203463204, 0.025974025974025976, 0.027994227994227995, 0.03203463203463204, 0.04415584415584416, 0.025974025974025976]"
381,264017,246425,1,Whatsapp,,"['unable', 'retrieve', 'chat', 'backup', 'register', 'goole', 'account', 'bad', 'customer_service']",2019-02-16,1315,Unable to retrieve the chat backup from the registered google account. Very bad customer service.,1,unable to retrieve the chat backup from the registered goole account very bad customer service,Abhijeet Bhosale,,,"[0.05434490180252892, 0.026096314231907447, 0.04116222760290557, 0.024213075060532684, 0.026096314231907447, 0.024213075060532684, 0.024213075060532684, 0.037395749260156035, 0.03551251008878127, 0.024213075060532684, 0.027979553403282214, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.04116222760290557, 0.024213075060532684, 0.04304546677428033, 0.024213075060532684, 0.029862792574656977, 0.02609631423190745, 0.02609631423190745, 0.031746031746031744, 0.037395749260156035, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.02609631423190745, 0.026096314231907447, 0.024213075060532684, 0.026096314231907447, 0.02609631423190745, 0.024213075060532684, 0.024213075060532684]"
382,264024,246432,1,Whatsapp,,"['drain', 'much', 'battery', 'android', 'system', 'be', 'take', 'be', 'consume', 'battery']",2019-02-17,1322,draining to much battery.. android system is taking 15% and only whatsapp is consuming 32% battery,3,draining to much battery android system is taking and only whatsit is consuming battery,Hardip Singh,,,"[0.032859927596769714, 0.03870788081314399, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.027011974380395445, 0.02506265664160402, 0.02506265664160402, 0.027011974380395445, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.06015037593984966, 0.02506265664160402, 0.027011974380395442, 0.05235310498468395, 0.03675856307435257, 0.027011974380395442, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.038707880813143976, 0.027011974380395445, 0.028961292119186865, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402]"
383,264025,246433,1,Whatsapp,,"['everytime', 'mobile', 'get', 'uninstale', 'solve', 'problem']",2019-02-17,1323,EVERYTIME I ON MY MOBILE ... WHATSAPP GETS UNINSTALLED.. PLEASE SOLVE THE PROBLEM,1,everytime i on my mobile whatsit get uninstaled please solve the problem,INDIAN TIGERS RROARS,,,"[0.03405483405483407, 0.025974025974025986, 0.025974025974025986, 0.034054834054834074, 0.05223665223665226, 0.025974025974025986, 0.025974025974025986, 0.03203463203463205, 0.04617604617604619, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.02799422799422801, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.027994227994228005, 0.027994227994228005, 0.025974025974025986, 0.025974025974025986, 0.036075036075036086, 0.030014430014430032, 0.02799422799422801, 0.025974025974025986]"
384,264027,246435,1,Whatsapp,,"['late', 'update', 'contact', 'have', 'contact', 'profile', 'picture', 'remove', 'have', 'hard', 'time', 'add', 'profile', 'picture', 'contact', 'fix']",2019-02-09,1325,Since Latest update all my contacts have their profile pictures removed. having a hard time adding profile pictures to my WhatsApp contacts. please fix.,3,since latest update all my contact have all my contact profile picture removed having a hard time adding profile picture to my whatsit contact please fix,Jose A. Hernandez-Alva,,,"[0.028417818740399392, 0.02662570404505889, 0.023041474654377885, 0.032002048131080395, 0.032002048131080395, 0.026625704045058887, 0.023041474654377885, 0.023041474654377885, 0.03020993343573989, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.0337941628264209, 0.023041474654377885, 0.024833589349718382, 0.024833589349718386, 0.024833589349718386, 0.024833589349718382, 0.023041474654377885, 0.028417818740399392, 0.023041474654377885, 0.023041474654377885, 0.05529953917050694, 0.02662570404505889, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.024833589349718386, 0.03917050691244241, 0.03020993343573989, 0.023041474654377885, 0.09472606246799797, 0.023041474654377885]"
385,264029,246437,1,Whatsapp,,"['lapse', 'trash', 'lan', 'joao', 'application', 'get', 'lot', 'spam', 'message', 'anal', 'nanjing']",2019-02-14,1327,Lapsap Trash Lan Jiao app gets a lot of spam messages from anak anjing,1,lapse trash lan joao application get a lot of spam message from anal nanjing,,,,"[0.03306878306878308, 0.03677248677248679, 0.03862433862433864, 0.025661375661375666, 0.05714285714285717, 0.023809523809523815, 0.025661375661375666, 0.023809523809523815, 0.04603174603174605, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.03121693121693123, 0.023809523809523815, 0.025661375661375666, 0.025661375661375666, 0.023809523809523815, 0.025661375661375666, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.031216931216931223, 0.02751322751322752, 0.023809523809523815, 0.023809523809523815, 0.03862433862433864, 0.027513227513227517, 0.029365079365079375, 0.02751322751322752, 0.02751322751322752, 0.03862433862433863, 0.023809523809523815]"
386,264030,246438,1,Whatsapp,,"['great', 'application', 'suck', 'have', 'people', 'call', 'have', 'big', 'group', 'friend', 'not', 'talk', 'phone', 'time', 'use', 'application']",2019-02-14,1329,Great app but it sucks it can only have up to 4 people in a call. I have a big group of friends and we can't all talk on the phone at the same time using this app.,4,great application but it suck it can only have up to people in a call i have a big group of friend and we can not all talk on the phone at the same time using this application,AceZ,,,"[0.022321428571428565, 0.03621031746031745, 0.024057539682539677, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.025793650793650792, 0.03794642857142857, 0.029265873015873016, 0.02405753968253968, 0.0275297619047619, 0.02405753968253968, 0.02405753968253968, 0.022321428571428565, 0.04836309523809523, 0.02405753968253968, 0.024057539682539677, 0.022321428571428565, 0.04662698412698412, 0.02405753968253968, 0.03447420634920635, 0.024057539682539677, 0.025793650793650792, 0.062251984126984135, 0.03794642857142857, 0.024057539682539677, 0.024057539682539677, 0.03273809523809524, 0.022321428571428565, 0.03273809523809524, 0.024057539682539677, 0.03447420634920634, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565]"
387,264034,246442,1,Whatsapp,,"['picture', 'person', 'disappear', 'work', 'intermittently']",2019-02-10,1333,chats and pictures of person disappearing. works intermittently at mo.,1,chat and picture of person disappearing work intermittently at mo,Annina Gadaleta,,,"[0.026455026455026443, 0.038800705467372125, 0.026455026455026443, 0.04291593180482068, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.03468547912992356, 0.026455026455026443, 0.036743092298647834, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.028512639623750727, 0.026455026455026443, 0.026455026455026443, 0.028512639623750727, 0.04497354497354496, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.028512639623750727, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443]"
388,264036,246444,1,Whatsapp,,"['unable', 'unload', 'medium', 'file', 'chat', 'backup', 'use', 'wife', 'help']",2019-02-15,1336,Unable to upload media files or chat backup using wifi. Please help,3,unable to unload medium file or chat backup using wife please help,Laksh Jolly,,,"[0.025062656641604016, 0.03870788081314398, 0.040657198551935406, 0.027011974380395442, 0.02701197438039544, 0.03675856307435256, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.028961292119186865, 0.027011974380395442, 0.025062656641604016, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.04260651629072683, 0.025062656641604016, 0.02701197438039544, 0.025062656641604016, 0.04260651629072682, 0.03870788081314398, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544, 0.027011974380395442, 0.025062656641604016, 0.03870788081314398, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544]"
