index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
1533,1533,1,Facebook,,"['would', 'really', 'nice', 'would', 'fix', 'notification', 'issue', 'constantly', 'tell', 'have', 'notification', 'show', 'old', 'notification', 'week', 'old', 'notification', 'new', 'stop', 'censor', 'thing', 'do', 'not', 'need', 'censor', 'fix', 'issue']",2019-02-17,603546,it would be really nice if you would fix the notification issues. constantly telling me i have notifications and showing old notifications from weeks before like old notifications are new. stop censoring things that do not need to be censored and fix the issues.,2,it would be really nice if you would fix the notification issue constantly telling me i have notification and showing old notification from week before like old notification are new stop censoring thing that do not need to be censored and fix the issue,Megan Gray,,,"[0.03736263736263737, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.03565323565323566, 0.023687423687423687, 0.02197802197802198, 0.02197802197802198, 0.05274725274725276, 0.03736263736263737, 0.0253968253968254, 0.02197802197802198, 0.02197802197802198, 0.023687423687423687, 0.02197802197802198, 0.03223443223443224, 0.03907203907203907, 0.023687423687423687, 0.03907203907203907, 0.023687423687423687, 0.04761904761904762, 0.028815628815628817, 0.0253968253968254, 0.0442002442002442, 0.03736263736263736, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.04932844932844934, 0.02197802197802198]"
1534,1534,1,Facebook,,"['do', 'not', 'like', 'game', 'keep', 'pop', 'have', 'try', 'stop', 'do', 'not', 'work', 'sick', 'ad']",2019-02-18,603548,do not like it games keep popping up i have tried to stop them but it do not work. sick of the ads.,1,do not like it game keep popping up i have tried to stop them but it do not work sick of the ad,Dawn Nicholls,,,"[0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.027494331065759613, 0.025510204081632626, 0.043367346938775475, 0.07312925170068023, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.027494331065759613, 0.025510204081632626, 0.025510204081632626, 0.027494331065759613, 0.025510204081632626, 0.025510204081632626, 0.02749433106575961, 0.025510204081632626, 0.02947845804988659, 0.02749433106575961, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.033446712018140555, 0.03939909297052151, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.03146258503401358, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626]"
1538,1538,1,Facebook,,"['not', 'update', 'face', 'application', 'solve']",2019-02-18,603554,"cannot update the facebook application, please solve that",1,can not update the face-on application please solve that,Lawal Riliwan,,,"[0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.04291593180482068, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.028512639623750724, 0.04291593180482068, 0.028512639623750717, 0.02645502645502644, 0.028512639623750717, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.03880070546737212, 0.030570252792474998, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.04291593180482068, 0.02645502645502644, 0.028512639623750724, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644]"
1546,1546,1,Facebook,,"['suck', 'make', 'update', 'actually', 'work', 'have', 'instal', 'deinstall', 'daily', 'damn', 'thing', 'work']",2019-02-18,603580,sucks make a update that actually works! i have to uninstall and reinstall daily so the damn thing can work!,1,suck make a update that actually work i have to instal and deinstall daily so the damn thing can work,corey Yaskow,,,"[0.027979553403282207, 0.043045466774280325, 0.02421307506053268, 0.02421307506053268, 0.02421307506053268, 0.03739574926015603, 0.026096314231907444, 0.02421307506053268, 0.043045466774280325, 0.02421307506053268, 0.026096314231907444, 0.026096314231907444, 0.026096314231907444, 0.02421307506053268, 0.02421307506053268, 0.039278988431530784, 0.026096314231907444, 0.031746031746031744, 0.05246166263115414, 0.02421307506053268, 0.02421307506053268, 0.026096314231907447, 0.02421307506053268, 0.026096314231907447, 0.02421307506053268, 0.031746031746031744, 0.02421307506053268, 0.035512510088781264, 0.02421307506053268, 0.035512510088781264, 0.026096314231907447, 0.02421307506053268, 0.02421307506053268, 0.026096314231907447, 0.02421307506053268]"
1565,1565,1,Facebook,,"['face', 'video', 'pause', 'lot', 'see', 'lot', 'issue', 'second', 'little', 'screen', 'view', 'video', 'make', 'main', 'video', 'movie']",2019-02-18,603634,facebook videos pauses a lot and i see a lot of other issues like second little screen on viewing videos making main video to movie.,1,face-on video pause a lot and i see a lot of other issue like second little screen on viewing video making main video to movie,,,,"[0.03678508440413201, 0.022675736961451236, 0.022675736961451236, 0.022675736961451236, 0.022675736961451236, 0.024439405391786337, 0.022675736961451236, 0.026203073822121427, 0.031494079113126724, 0.022675736961451236, 0.022675736961451236, 0.04560342655580749, 0.022675736961451236, 0.022675736961451236, 0.08793146888384981, 0.022675736961451236, 0.022675736961451236, 0.031494079113126724, 0.022675736961451236, 0.022675736961451236, 0.022675736961451236, 0.022675736961451236, 0.04560342655580749, 0.022675736961451236, 0.022675736961451236, 0.038548752834467105, 0.022675736961451236, 0.022675736961451236, 0.038548752834467105, 0.022675736961451236, 0.022675736961451236, 0.038548752834467105, 0.02620307382212143, 0.027966742252456524, 0.024439405391786333]"
1567,1567,1,Facebook,,"['hacker', 'bad', 'man']",2019-02-18,603638,hackers are bad man,1,hacker are bad man,,,,"[0.027472527472527482, 0.027472527472527482, 0.029609279609279626, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.040293040293040316, 0.027472527472527482, 0.027472527472527482, 0.031746031746031765, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.029609279609279626, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04456654456654459, 0.027472527472527482, 0.027472527472527482]"
1569,1569,1,Facebook,,"['application', 'suck', 'take', 'much', 'storage']",2019-02-18,603646,application sucks it takes to much storage,1,application suck it take to much storage,,,,"[0.027994227994228005, 0.027994227994228005, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.036075036075036086, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.04415584415584418, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03809523809523811, 0.025974025974025983, 0.04213564213564215, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.03203463203463205, 0.025974025974025983, 0.042135642135642144, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.027994227994228005, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983]"
1572,1572,1,Facebook,,"['new', 'update', 'marketplace', 'not', 'work', 'tap', 'item', 'select']",2019-02-18,603651,after newest android pie update the marketplace will not work. if you tap on any item to select it nothing happens.,1,after newest android pie update the marketplace will not work if you tap on any item to select it nothing happens,Joshua Schoer,,,"[0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.038624338624338624, 0.023809523809523808, 0.023809523809523808, 0.04232804232804233, 0.023809523809523808, 0.023809523809523808, 0.03121693121693122, 0.023809523809523808, 0.023809523809523808, 0.038624338624338624, 0.02751322751322751, 0.023809523809523808, 0.023809523809523808, 0.025661375661375663, 0.034920634920634915, 0.02566137566137566, 0.023809523809523808, 0.03677248677248677, 0.029365079365079365, 0.023809523809523808, 0.023809523809523808, 0.02751322751322751, 0.023809523809523808, 0.04973544973544975, 0.023809523809523808, 0.04047619047619048, 0.036772486772486776, 0.025661375661375663, 0.023809523809523808, 0.036772486772486776, 0.023809523809523808, 0.023809523809523808]"
1574,1574,1,Facebook,,"['keep', 'tell', 'have', 'unseen', 'notification', 'have', 'already', 'check', 'unseen', 'notification']",2019-02-18,603652,keeps telling me that have unseen notifications when i have already checked unseen notifications.,3,keep telling me that have unseen notification when i have already checked unseen notification,Kerrigan Johns,,,"[0.04378762999452653, 0.026546250684181705, 0.02463054187192117, 0.0265462506841817, 0.02463054187192117, 0.02463054187192117, 0.039956212370005455, 0.02463054187192117, 0.02463054187192117, 0.0533661740558292, 0.02463054187192117, 0.02463054187192117, 0.034209085933223846, 0.02846195949644224, 0.02463054187192117, 0.02463054187192117, 0.026546250684181705, 0.02463054187192117, 0.0265462506841817, 0.02463054187192117, 0.039956212370005455, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.03229337712096331, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.026546250684181705, 0.02463054187192117, 0.02463054187192117, 0.0533661740558292]"
1575,1575,1,Facebook,,"['marketplace', 'be', 'not', 'work', 'freeze', 'not', 'let', 'back', 'samsung', 'do', 'not', 'know', 'marketplace', 'application', 'issue', 'hopefully', 'marketplace', 'resolve', 'next', 'update']",2019-02-17,603674,"marketplace is not working, freezes up or will not let me back out, samsung . do not know if marketplace an application issue but hopefully marketplace resolved within the next update.",1,marketplace is not working freeze up or will not let me back out samsung do not know if marketplace an application issue but hopefully marketplace resolved within the next update,Tim Patterson,,,"[0.02304147465437789, 0.040962621607782926, 0.02304147465437789, 0.02304147465437789, 0.02304147465437789, 0.02304147465437789, 0.02304147465437789, 0.037378392217101916, 0.024833589349718396, 0.024833589349718396, 0.040962621607782926, 0.02304147465437789, 0.06605222734254997, 0.024833589349718396, 0.024833589349718393, 0.03737839221710191, 0.024833589349718393, 0.03917050691244242, 0.024833589349718393, 0.05350742447516645, 0.02304147465437789, 0.02304147465437789, 0.0320020481310804, 0.02304147465437789, 0.024833589349718393, 0.024833589349718393, 0.02304147465437789, 0.02304147465437789, 0.024833589349718393, 0.03379416282642091, 0.02304147465437789, 0.024833589349718393, 0.024833589349718393, 0.02304147465437789, 0.02304147465437789]"
1578,1578,1,Facebook,,"['face', 'not', 'allow', 'take', 'screenshot', 'download', 'photo', 'video', 'rise', 'privacy', 'issue']",2019-02-17,603676,facebook should not allow any to take screenshots or download photos videos. it rises privacy issues.,4,face-on should not allow any to take screenshots or download photo video it rise privacy issue,Mahesh Vasava,,,"[0.026096314231907444, 0.026096314231907447, 0.024213075060532684, 0.024213075060532684, 0.026096314231907444, 0.024213075060532684, 0.02797955340328221, 0.024213075060532684, 0.037395749260156035, 0.026096314231907444, 0.02797955340328221, 0.04116222760290556, 0.024213075060532684, 0.03362927091740651, 0.039278988431530805, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.037395749260156035, 0.03551251008878127, 0.05622814097390369, 0.024213075060532684, 0.024213075060532684, 0.02797955340328221, 0.026096314231907447, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.026096314231907447, 0.024213075060532684, 0.024213075060532684, 0.041162227602905554, 0.026096314231907447]"
1581,1581,1,Facebook,,"['recent', 'doe', 'not', 'show', 'recent', 'be', 'order', 'top', 'story', 'annoying']",2019-02-18,603700,"""most recent"" does not show most recent, it is the same order as ""top stories."" very annoying.",1,most recent doe not show most recent it is the same order a top story very annoying,A Google User,,,"[0.027494331065759617, 0.039399092970521514, 0.027494331065759617, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04931972789115643, 0.025510204081632633, 0.039399092970521514, 0.027494331065759617, 0.025510204081632633, 0.031462585034013585, 0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759617, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.045351473922902466, 0.025510204081632633]"
1583,1583,1,Facebook,,"['not', 'instal', 'application']",2019-02-18,603697,cannot uninstall application,1,can not instal application,Lolliepop211,,,"[0.027472527472527482, 0.04670329670329673, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.031746031746031765, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04242979242979245, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482]"
